time,Tset,Ts,Ts2,Ts3,P,Imax,Ip2p,O777,O845,N391,He706,sum_int,V,freq,q,dsep,q_o,D_c,x_pos,y_pos,T_emb,Pset,P_emb,Prms,Rdel,Is,sig1,sig2,subs_type,Rot,tm_el
1571260603,40,36.6,34.19,22.78,1.46,4.2,6.4,9263.72,1095.25,13432.21,4971.17,738357.72,5.04,20,2,4,10,100,0,0,1037.55,2,1.95,2.26,-5.2,63,7.5,6.54,0,543.63,180
1571260604,40,36.64,34.11,22.92,1.42,4,6.2,8967.82,1098.94,13236.96,4768.9,754289.99,5.06,20,2,4,10,100,0,0,1037.55,2,1.96,2.17,-5.2,61,7.37,6.27,0,534.25,180
1571260606,40,36.67,34.1,22.94,1.45,4,6.2,9082.26,1072.95,13201.61,4754.61,734682.21,5.04,20,2,4,10,100,0,0,1037.55,2,1.94,2.25,-5.2,62,7.27,6.25,0,536.46,180
1571260607,40,36.72,34.12,23.09,1.43,4.4,6.6,9146.94,1123.58,13497.99,4936.31,752849.08,5.01,20,2,4,10,100,0,0,1037.55,2,1.98,2.17,-5.2,63,7.19,6.15,0,531.46,180
1571260608,40,36.73,34.14,23.09,1.4,4,6.2,9169.6,1148.59,13415.33,4912.17,751951.67,5.01,20,2,4,10,100,0,0,1037.55,2,2.02,2.12,-5.6,64,7.19,6.23,0,549.18,180
1571260610,40,36.73,34.16,23.01,1.43,4,6.2,9866.1,1175.69,13880.12,4953.31,708169.85,5.03,20,2,4,10,100,0,0,1037.55,2,2.05,2.16,-6,67,7.23,6.33,0,559.57,180
1571260611,40,36.76,34.26,22.82,1.51,4.2,6.4,9073.52,1111.02,13080.51,4930.77,738269.51,5.06,20,2,4,10,100,0,0,1037.55,2,1.98,2.18,-5.6,69,7.44,6.4,0,540.94,180
1571260612,40,36.78,34.08,22.86,1.41,4.4,6.6,9099.76,1050.65,13357.19,4931.26,753267.54,5.03,20,2,4,10,100,0,0,1037.55,2,2.06,2.09,-4,63,7.33,6.15,0,542.21,180
1571260614,40,36.73,33.94,22.8,1.42,4.2,6.4,9207.91,1112,13287.47,4999.63,746224.75,5.05,20,2,4,10,100,0,0,1037.55,2,1.9,2.11,-5.2,67,7.26,6.22,0,537.34,180
1571260615,40,36.46,33.8,22.8,1.53,3,5.4,13235.73,1254.53,13357.44,6642.44,654420.81,5.14,20,4,4,0,100,0,0,1037.55,2,1.95,1.69,-5.6,78,7.37,6.98,0,547.47,180
1571260616,40,35.89,33.01,22.79,1.48,2.8,5.4,14234.77,1403.95,13797.09,6983.79,726895,5.13,20,4,4,1.37,100,0,0,1037.55,2,1.99,1.8,-6,93,7.76,7.65,0,554.59,180
1571260618,40,35.44,32.86,22.77,1.54,3,5.8,15429.18,1549.8,14336.15,7417.53,752449.96,4.96,20,4,4,2.54,100,0,0,1037.55,2,1.94,1.88,-6,90,7.96,7.68,0,555.57,180
1571260619,40,34.63,31.35,21.41,1.52,2.8,5.8,13684.13,1363.55,13056.86,6650.82,689044.6,5.23,20,4,4,3.92,100,0,0,1037.55,2,1.91,1.86,-6,109,8.05,7.95,0,561.12,180
1571260620,40,34.12,31.59,21.58,1.54,2.8,5.8,15034.37,1482.67,14355.61,7088.25,743566.27,5.13,20,4,4,5.28,100,0,0,1037.55,2,1.88,1.89,-6.4,91,8.12,8.17,0,552.69,180
1571260621,40,33.76,31.66,21.69,1.59,2.8,5.6,17388.83,1665.11,15537.46,7598.36,810550.68,5.13,20,4,4,5.28,100,0,0,1037.55,2,1.99,1.89,-6,93,7.92,8.33,0,529.84,180
1571260623,40,33.43,31.5,21.58,1.43,2.8,5.6,18044.54,1663.14,15334.2,7921.73,800568.78,5.06,20,4,4,6.69,100,0,0,1037.55,2,2,1.9,-6,83,7.92,8.66,0,526.99,180
1571260624,40,33.19,31.55,21.67,1.61,3,5.6,19175.27,1707.85,16357.26,7952.4,802990.01,5.21,20,4,4,6.69,100,0,0,1037.55,2,1.86,1.85,-6,100,7.89,8.98,0,526.85,180
1571260625,40,32.98,31.44,21.47,1.53,2.8,5.6,19241.05,1731.5,16254.53,7964.35,818113.32,5.17,20,4,4,10,100,0,0,1037.55,2,1.96,1.91,-6.4,106,8.14,9,0,546.9,180
1571260627,40,32.81,31.38,21.53,1.43,2.8,5.4,19319.89,1793.96,16548.7,7823.18,812235.25,5.24,20,4,4,10,100,0,0,1037.55,2,1.91,1.81,-6,104,8.1,9.11,0,540.97,180
1571260628,40,32.71,31.46,21.71,1.57,2.8,5.6,16776.1,1670.28,14781.96,7289.91,776479.38,5.17,20,4,4,10,100,0,0,1037.55,2,1.83,1.89,-6.4,104,8.11,9.17,0,556.06,180
1571260629,40,32.63,31.42,21.64,1.49,2.8,5.2,18503.54,1759.34,16132.57,7929,823029.67,5.13,20,4,4,10,100,0,0,1037.55,2,2.11,1.91,-5.6,88,8.19,9.19,0,543.11,180
1571260631,40,32.56,31.34,21.72,1.47,2.8,5.4,17410.14,1625.56,15638.35,7488.61,789381.64,5.17,20,4,4,10,100,0,0,1037.55,2,1.85,1.84,-6.4,101,8.12,8.84,0,545.19,180
1571260632,40,32.48,31.27,21.56,1.53,2.8,5.4,17283.13,1692.82,15178.99,7485.65,803240.69,5.1,20,4,4,10,100,0,0,1037.55,2,2.04,1.83,-6,82,8.06,9.07,0,540,180
1571260633,40,32.43,31.47,21.69,1.59,2.6,5.2,15973.91,1500.04,14649.17,7250.73,756005.97,5.23,20,4,4,10,100,0,0,1037.55,2,1.97,1.88,-6,96,8.12,9.95,0,536.72,180
1571260634,40,32.38,31.35,21.67,1.39,2.8,5.6,19132.28,1688.27,16283.85,7818.13,836908.68,5.22,20,4,4,10,100,0,0,1037.55,2,1.94,1.9,-5.6,105,7.99,9.74,0,546.67,180
1571260636,40,32.33,31.35,21.58,1.43,2.8,5.2,15925.25,1423.29,14509.23,7188.03,728499.87,5.12,20,4,4,10,100,0,0,1037.55,2,2.05,1.83,-5.6,96,8.02,9.8,0,551.61,180
1571260637,40,32.3,31.37,21.72,1.47,2.8,5.4,15047.18,1418.24,14164.8,7080,709323.37,5.13,20,4,4,10,100,0,0,1037.55,2,2.02,1.68,-6,89,7.89,9.94,0,564.34,180
1571260638,40,32.27,31.31,21.66,1.45,2.8,5.4,18023.11,1644.04,15909.61,7668.58,809335.94,5.17,20,4,4,10,100,0,0,1037.55,2,2.1,1.75,-6,85,7.91,9.67,0,550.27,180
1571260640,40,32.2,31.15,21.52,1.52,2.8,5.2,18748.43,1849.76,15532.53,7811.11,834404.31,5.15,20,4,4,10,100,0,0,1037.55,2,2.06,1.98,-5.6,98,8.31,9.68,0,537.65,180
1571260641,40,32.1,30.96,21.44,1.62,2.8,5.4,15365.74,1444.23,14036.32,7084.92,739210.78,5.21,20,4,4,10,100,0,0,1037.55,2,1.9,1.88,-5.6,99,8.31,9.56,0,523.45,180
1571260642,40,32.03,31,21.39,1.49,2.8,5.6,17671.54,1596.74,15597.82,7534.68,756840.19,5.16,20,4,4,10,100,0,0,1037.55,2,1.99,1.88,-6,100,8.31,9.86,0,553.49,180
1571260644,40,31.93,30.94,21.3,1.58,2.8,5.6,18302.74,1675.58,16261.8,7828.85,804714.86,5.19,20,4,4,10,100,0,0,1037.55,2,1.85,1.95,-6,101,8.38,10.45,0,549,180
1571260645,40,31.84,30.91,21.25,1.48,2.6,5.2,18303.48,1702.06,16400.63,7682.13,820743.83,5.1,20,4,4,10,100,0,0,1037.55,2,2.02,1.8,-6,83,8.07,10.71,0,551.98,180
1571260646,40,31.79,30.95,21.22,1.29,2.8,5.4,15805.88,1493.51,14417.95,7302.72,745349.39,5.17,20,4,4,10,100,0,0,1037.55,2,1.9,1.68,-6.4,101,8.08,10.85,0,559.98,180
1571260648,40,31.78,31.04,21.34,1.42,3,5.8,18328.86,1713.4,15911.08,7667.72,817644.47,5.18,20,4,4,10,100,0,0,1037.55,2,2.08,1.78,-6,89,7.93,10.66,0,551.01,180
1571260649,40,31.81,31.13,21.53,1.61,2.8,5.4,15539.31,1496.1,14638.2,7127.42,743826.81,5.13,20,4,4,10,100,0,0,1037.55,2,1.99,1.95,-6,95,8.17,10.61,0,546.23,180
1571260650,40,31.77,31.01,21.33,1.61,2.8,5.6,15180.96,1470.1,14415.61,7145.9,713562.57,5.22,20,4,4,10,100,0,0,1037.55,2,1.83,1.96,-6.4,98,8.02,11.13,0,561.84,180
1571260651,40,31.78,31.08,21.5,1.53,2.6,5,16962.72,1629.88,15197.96,7401.64,775288.78,5.14,20,4,4,10,100,0,0,1037.55,2,1.93,1.83,-6,96,7.92,10.59,0,548.82,180
1571260653,40,31.75,30.85,21.37,1.52,2.8,5.4,19659.27,1777.58,16338.05,7989.36,826084.2,5.16,20,4,4,10,100,0,0,1037.55,2,1.79,1.77,-5.2,104,8.02,10.09,0,519.73,180
1571260654,40,31.72,30.88,21.43,1.53,3,5.6,18718.37,1709.7,15603.12,7717.85,826688.05,5.23,20,4,4,10,100,0,0,1037.55,2,1.94,1.93,-6,101,8.06,10.2,0,507.9,180
1571260655,40,31.69,30.75,21.31,1.58,2.8,5.4,14016.85,1394.34,13321.71,6665.23,691926.29,5.22,20,4,4,10,100,0,0,1037.55,2,2.01,1.85,-6.4,93,8.24,9.75,0,526.58,180
1571260657,40,31.66,30.78,21.3,1.5,3,5.6,19242.28,1777.21,16808.13,7991.33,829660.04,5.13,20,4,4,10,100,0,0,1037.55,2,2.08,1.81,-6.4,88,8.15,9.94,0,540.95,180
1571260658,40,31.6,30.67,21.06,1.46,2.6,5,15876.1,1495.85,14731.58,7241.86,740286.81,5.12,20,4,4,10,100,0,0,1037.55,2,2.06,1.86,-5.6,93,8.04,10.22,0,526.77,180
1571260659,40,31.57,30.75,21.12,1.54,2.8,5.4,18537.29,1779.05,16388.68,7812.95,798395.29,5.11,20,4,4,10,100,0,0,1037.55,2,1.99,1.86,-6.4,93,7.91,10.58,0,532.93,180
1571260661,40,31.54,30.91,21.34,1.56,2.8,5.4,14488.9,1346.79,13330.34,6825.99,714935.11,5.13,20,4,4,10,100,0,0,1037.55,2,1.98,1.89,-6.4,93,7.84,12.02,0,540.34,180
1571260662,40,31.52,30.73,21.13,1.62,2.6,5.2,15880.17,1476.51,14422.01,7210.82,756807.05,5.23,20,4,4,10,100,0,0,1037.55,2,1.84,1.93,-6,101,7.88,10.64,0,545.51,180
1571260663,40,31.49,30.71,21.11,1.47,2.8,5.4,16304.79,1559.41,14776.42,7197.76,769213.98,5.16,20,4,4,10,100,0,0,1037.55,2,1.98,1.69,-5.6,91,8.01,10.74,0,533.05,180
1571260664,40,31.43,30.67,21.04,1.4,2.8,5.4,19472.89,1722.26,16088.47,7910.64,794309.45,5.22,20,4,4,10,100,0,0,1037.55,2,1.92,1.93,-6,99,7.94,11.36,0,545.74,180
1571260666,40,31.4,30.69,21.11,1.42,2.8,5.6,19741.93,1780.65,16884.13,8015.84,853324.34,5.18,20,4,4,10,100,0,0,1037.55,2,1.83,1.67,-6.4,101,7.89,11.28,0,524.28,180
1571260667,40,31.44,30.88,21.39,1.6,2.8,5.4,17967.68,1661.16,15975.88,7521.87,771591.1,5.2,20,4,4,10,100,0,0,1037.55,2,1.93,1.88,-6.4,92,7.82,11.24,0,542.9,180
1571260669,40,31.5,30.9,21.31,1.49,2.8,5.2,17573.73,1627.66,15764.49,7713.05,811718.6,5.24,20,4,4,10,100,0,0,1037.55,2,1.99,1.88,-5.6,101,7.85,10.63,0,529.5,180
1571260670,40,31.51,30.92,21.33,1.61,3,5.6,18119.81,1752.45,15837.79,7816.77,821144.93,5.13,20,4,4,10,100,0,0,1037.55,2,2.04,1.96,-6.4,90,7.88,11.42,0,524.4,180
1571260671,40,31.54,30.93,21.42,1.53,2.8,5.4,18582.87,1719.31,15966.15,7996.63,832027.93,5.18,20,4,4,10,100,0,0,1037.55,2,2.01,1.84,-6,94,7.8,10.96,0,556.89,180
1571260672,40,31.56,30.86,21.46,1.65,2.8,5.8,18838.73,1677.92,16123.7,7826.51,811897.96,5.19,20,4,4,10,100,0,0,1037.55,2,2.05,2.03,-6,104,8.17,10.43,0,527.03,180
1571260674,40,31.6,31,21.46,1.54,2.8,5.4,17275.86,1591.93,15171.72,7284.12,775977.02,5.15,20,4,4,10,100,0,0,1037.55,2,2.03,1.82,-6,96,7.99,10.97,0,565.5,180
1571260675,40,31.61,30.91,21.36,1.31,2.6,5,17172.39,1652.3,15122.08,7573.85,770699.24,5.15,20,4,4,10,100,0,0,1037.55,1.5,2.03,1.76,-5.2,101,7.88,10.61,0,541.98,180
1571260676,40,31.5,30.54,21.26,0.97,2.2,3.8,10584.64,1119.52,11871.94,5086.72,593001.45,4.59,20,3,4,0,100,0,0,1037.55,1.5,1.35,1.1,-4.4,61,8.19,10.6,0,552.66,180
1571260678,40,31.55,30.68,21.38,1.16,2.6,4.6,10267.81,1067.16,11569.14,4919.68,618643.99,4.53,20,3,4,1.3,100,0,0,1037.55,1.5,1.52,1.34,-4.8,59,7.82,9.07,0,529.06,180
1571260679,40,31.55,30.66,21.49,1.09,2.6,4.6,10107.54,1077.76,11738.9,5009.86,579822.39,4.52,20,3,4,2.41,100,0,0,1037.55,1.5,1.27,1.12,-4.8,59,7.89,9.49,0,557.9,180
1571260680,40,31.54,30.53,21.34,1.09,2.4,4.2,10634.53,1085.15,12359.51,5003.2,608227.62,4.65,20,3,4,3.88,100,0,0,1037.55,1.5,1.43,1.09,-4.4,58,7.76,9.02,0,556.1,180
1571260682,40,31.47,30.43,21.32,1.1,2.4,4.2,9885.68,1075.91,11512.36,5050.14,570652.05,4.49,20,3,4,5.07,100,0,0,1037.55,1.5,1.37,1.09,-4.8,58,7.7,9.48,0,539.71,180
1571260683,40,31.4,30.34,21.31,1,2.4,4.4,9801.42,940.16,11699.6,4977.58,612858.93,4.62,20,3,4,6.12,100,0,0,1037.55,1.5,1.29,0.97,-5.6,60,7.7,9.42,0,542.01,180
1571260684,40,31.36,30.37,21.43,1.16,2.4,4.4,9863.76,1070.36,11771.29,5107.79,591536.28,4.6,20,3,4,7.87,100,0,0,1037.55,1.5,1.27,1.19,-5.2,61,7.75,9.3,0,552.5,180
1571260685,40,31.28,30.25,21.44,1.19,2.6,4.6,10913.79,1074.18,12437.48,5146.71,572402.03,4.56,20,3,4,8.59,100,0,0,1037.55,1.5,1.49,1.22,-5.6,60,7.76,9.63,0,550.29,180
1571260687,40,31.2,30.16,21.28,0.82,2.4,4.4,10163.96,1063.96,12015.32,4883.71,583530.91,4.65,20,3,4,9.98,100,0,0,1037.55,1.5,1.3,1.15,-5.6,62,8.05,9.45,0,541.6,180
1571260688,40,31.11,30.01,21.12,1.17,2.2,3.6,12389.56,1225.21,13424.08,5587.97,604664.84,4.64,20,3,4,10,100,0,0,1037.55,1.5,1.31,1.22,-4.8,61,8,9.24,0,547.01,180
1571260689,40,31,29.83,21,1.11,2.4,4.2,10251.67,1036.98,11808.13,5189.09,590113.97,4.56,20,3,4,10,100,0,0,1037.55,1.5,1.46,1.18,-4.4,59,7.93,9.17,0,550.3,180
1571260691,40,30.91,29.81,20.99,1.07,2.4,4.4,10502.23,990.29,11974.43,5027.72,572964.25,4.65,20,3,4,10,100,0,0,1037.55,1.5,1.49,1.38,-4.8,58,7.87,9.21,0,549.16,180
1571260692,40,30.87,29.79,20.91,1.13,2.4,4,10122.2,1050.28,12085.91,4970.68,572692.38,4.56,20,3,4,10,100,0,0,1037.55,1.5,1.53,1.14,-4.4,63,7.77,8.88,0,551.97,180
1571260693,40,30.88,29.96,21.09,0.96,2.4,4.4,10238.61,1023.92,11710.81,4860.06,597313.21,4.55,20,3,4,10,100,0,0,1037.55,1.5,1.52,0.98,-5.2,57,8.05,9.17,0,540.51,180
1571260695,40,30.87,29.94,21.12,1.07,2.2,3.8,9940.99,1063.34,11722.14,4995.44,605647.37,4.64,20,3,4,10,100,0,0,1037.55,1.5,1.48,1.36,-4,58,7.9,9.24,0,552.87,180
1571260696,40,30.84,29.88,21.15,1.08,2.4,4.4,10339.75,1125.06,11964.08,5206.95,650768.59,4.54,20,3,4,10,100,0,0,1037.55,1.5,1.54,1.19,-5.6,61,7.96,9.22,0,551.14,180
1571260697,40,30.78,29.74,21.09,1.1,2.4,4,10076.01,1039.2,11637.14,5055.56,602081.75,4.61,20,3,4,10,100,0,0,1037.55,1.5,1.49,1.07,-4,57,7.89,9.23,0,551.03,180
1571260698,40,30.82,30.05,21.35,1.09,2.2,3.6,9859.08,1058.66,11806.4,4934.59,554691.57,4.54,20,3,4,10,100,0,0,1037.55,1.5,1.58,1.18,-4,60,7.79,9.28,0,555,180
1571260700,40,30.84,30.06,21.41,1.12,2.4,4.2,10175.29,1119.76,12003.25,5070.59,603965.63,4.62,20,3,4,10,100,0,0,1037.55,1.5,1.43,1.15,-4,57,7.65,9.51,0,563.12,180
1571260701,40,30.84,30.03,21.35,1.1,2.4,4.2,10296.14,1130.6,11845.57,4969.08,635443.13,4.62,20,3,4,10,100,0,0,1037.55,1.5,1.51,1.14,-5.2,57,7.66,9.67,0,543.85,180
1571260702,40,30.88,30.07,21.41,1.12,2.4,4.2,9950.11,1039.69,11862.33,4899.23,543254.6,4.53,20,3,4,10,100,0,0,1037.55,1.5,1.51,1.15,-4.8,57,7.61,9.16,0,542.65,180
1571260704,40,30.9,30.09,21.49,1.14,2.2,3.8,10993.5,1088.35,12292.49,5048.54,601395.97,4.58,20,3,4,10,100,0,0,1037.55,1.5,1.37,1.23,-4.4,52,7.65,9.33,0,557.27,180
1571260705,40,30.97,30.16,21.57,1.12,2.4,4.2,9984.97,1095.62,11716.97,4959.84,610366.01,4.66,20,3,4,10,100,0,0,1037.55,1.5,1.53,1.23,-4.4,57,7.6,8.82,0,539.39,180
1571260706,40,31,30.16,21.57,1.15,2.4,4,9835.3,1107.44,11742.84,4920.18,576050.8,4.59,20,3,4,10,100,0,0,1037.55,1.5,1.29,1.25,-4.4,58,7.56,9.05,0,548.91,180
1571260708,40,30.99,30.06,21.49,1.16,2.4,4.4,10855.04,1188.62,12425.53,5064.55,624573.8,4.55,20,3,4,10,100,0,0,1037.55,1.5,1.6,1.3,-5.6,60,7.62,9.14,0,534.14,180
1571260709,40,30.91,29.85,21.29,1.12,2.6,4.6,9728.5,1115.33,11781.15,5145.73,604818.7,4.56,20,3,4,10,100,0,0,1037.55,1.5,1.52,1.23,-4.8,62,8.05,9.18,0,532.44,180
1571260710,40,30.82,29.66,21.11,0.81,2.4,4.2,9935.7,1088.47,11637.27,5146.96,591642.34,4.55,20,3,4,10,100,0,0,1037.55,1.5,1.54,1.18,-4.8,60,8,8.85,0,540.55,180
1571260712,40,30.74,29.7,21.01,1,2.6,4.6,11784.6,1165.59,12828.48,5327.06,605087,4.58,20,3,4,10,100,0,0,1037.55,1.5,1.38,1.05,-5.6,54,7.9,9.4,0,535.87,180
1571260713,40,30.71,29.75,21.12,1.13,2.2,4,10372.39,1059.4,11622.24,4972.78,594420.8,4.63,20,3,4,10,100,0,0,1037.55,1.5,1.55,1.2,-5.2,56,7.7,9.22,0,529.84,180
1571260714,40,30.65,29.59,20.97,1.08,2.4,4.4,10162.24,1104.36,12067.43,5092.64,596695.68,4.63,20,3,4,10,100,0,0,1037.55,1.5,1.31,1.17,-5.6,58,7.7,9.02,0,543.05,180
1571260716,40,30.64,29.59,21.01,1.05,2.4,4.4,10280.5,1093.89,11822.91,5140.68,595985.02,4.6,20,3,4,10,100,0,0,1037.55,1.5,1.61,1,-4.8,58,7.7,8.57,0,553.08,180
1571260717,40,30.61,29.66,21.03,1.13,2.4,4.2,10190.82,1142.3,11709.82,5069.72,590312.92,4.56,20,3,4,10,100,0,0,1037.55,1.5,1.5,1.25,-4.8,53,7.7,9.27,0,548.97,180
1571260718,40,30.59,29.62,21.03,1.17,2.6,4.6,10649.19,1186.41,11941.17,5088.08,618361.41,4.64,20,3,4,10,100,0,0,1037.55,1.5,1.63,1.33,-5.6,58,7.69,8.91,0,571.65,180
1571260719,40,30.57,29.56,20.96,1.07,2.4,4.2,11517.53,1097.46,12872.7,5118.51,606883.42,4.6,20,3,4,10,100,0,0,1037.55,1.5,1.28,1.11,-4.8,57,7.7,8.83,0,556.29,180
1571260721,40,30.54,29.48,20.97,1.14,2.6,4.6,11207.35,1124.32,12340.17,5182.81,594847.52,4.63,20,3,4,10,100,0,0,1037.55,1.5,1.33,1.3,-5.6,65,7.99,8.62,0,547.36,180
1571260722,40,30.56,29.59,20.97,1.17,2.2,3.6,10071.69,1116.81,12122,5079.33,579601.39,4.54,20,3,4,10,100,0,0,1037.55,1.5,1.55,1.28,-4.4,59,8.3,8.67,0,547.71,180
1571260723,40,30.54,29.52,20.93,0.88,2.4,4.2,10004.93,1026.63,11739.26,5106.19,588653.72,4.55,20,3,4,10,100,0,0,1037.55,1.5,1.53,0.9,-4.8,60,7.85,8.74,0,532.72,180
1571260725,40,30.57,29.71,21,0.9,2.2,3.6,12232.87,1183.2,12665.87,5545.96,610234.7,4.59,20,3,4,10,100,0,0,1037.55,1.5,1.3,0.94,-3.6,56,7.77,9,0,546.63,180
1571260726,40,30.55,29.52,20.88,1.17,2.4,4.2,9806.48,1027.13,11650.82,4994.33,553583.01,4.55,20,3,4,10,100,0,0,1037.55,1.5,1.52,1.27,-5.2,55,7.82,8.76,0,547.81,180
1571260727,40,30.55,29.56,20.91,1.15,2.2,3.8,10119.24,1028.6,11553.99,5126.88,584770.28,4.54,20,3,4,10,100,0,0,1037.55,1.5,1.53,1.14,-4,57,7.76,8.81,0,543.62,180
1571260729,40,30.57,29.7,20.97,0.87,2.2,3.6,9957.87,1021.71,11820.94,5042.75,601144.06,4.61,20,3,4,10,100,0,0,1037.55,1.5,1.28,0.9,-4.4,57,7.78,9.15,0,551.99,180
1571260730,40,30.6,29.78,21.16,1.19,2.4,4.2,10668.78,1126.41,12183.1,4885.31,617591.74,4.62,20,3,4,10,100,0,0,1037.55,1.5,1.43,1.35,-4.8,56,7.61,9.16,0,536.97,180
1571260731,40,30.58,29.68,21.13,1,2.2,4,10229,1100.91,11801.84,5058.76,600197.99,4.67,20,3,4,10,100,0,0,1037.55,1.5,1.35,1.04,-4,73,7.81,9.3,0,558.7,180
1571260732,40,30.62,29.78,21.25,1.17,2.4,4.4,10154.48,986.6,12064.35,5077.85,620479.22,4.63,20,3,4,10,100,0,0,1037.55,1.5,1.52,1.39,-6,60,7.9,8.93,0,546.42,180
1571260734,40,30.69,29.84,21.3,0.87,2.4,4.4,10038.68,1079.11,11670.03,5144.62,600201.68,4.58,20,3,4,10,100,0,0,1037.55,3,1.53,0.96,-5.2,54,7.73,8.57,0,543.83,180
1571260735,40,31.4,31.18,21.21,2.24,4.4,8,9036.44,1221.39,15098.43,5300.94,1107098.65,6.25,20,1.5,4,0,100,0,0,1037.55,3,3,3.07,-6.4,84,7.2,6.93,0,534.1,180
1571260736,40,32.6,32.38,21.33,2.21,4.2,8,8106.01,1070.36,14380.99,5016.51,1073483.01,6.41,20,1.5,4,1.32,100,0,0,1037.55,3,3,2.91,-8.8,68,6.7,5.86,0,524.34,180
1571260738,40,33.71,33.02,21.37,2.24,4,7.8,8216.02,1171.01,14352.9,4993.1,1069997.95,6.44,20,1.5,4,2.68,100,0,0,1037.55,3,3.13,2.8,-7.2,70,6.62,5.77,0,525.82,180
1571260739,40,34.58,33.32,21.38,2.18,4.2,8,8347.58,1190.22,14688.09,5098.92,1093042.74,6.38,20,1.5,4,4.01,100,0,0,1037.55,3,3,2.8,-6.4,71,6.65,5.84,0,525.42,180
1571260740,40,35.25,33.5,21.4,2.18,4.2,8,8098.01,1118.53,14391.71,4994.46,1009581.95,6.28,20,1.5,4,4.01,100,0,0,1037.55,3,2.94,2.89,-7.2,76,6.63,5.85,0,531.09,180
1571260742,40,35.77,33.67,21.3,2.25,4,7.8,8536.3,1107.44,14605.31,5046.56,1050793.36,6.24,20,1.5,4,5.74,100,0,0,1037.55,3,2.95,2.83,-9.6,74,6.6,5.92,0,537.09,180
1571260743,40,36.18,33.72,21.17,2.13,4.2,8.2,8848.09,1140.7,14903.05,5140.68,1068464.29,6.29,20,1.5,4,6.95,100,0,0,1037.55,3,3.06,2.71,-7.6,75,6.67,5.86,0,527.14,180
1571260744,40,36.57,34.04,21.27,2.18,4,8,8456.6,1219.67,14722.22,5271.13,1105686.56,6.31,20,1.5,4,6.95,100,0,0,1037.55,3,2.98,2.71,-8.4,70,6.65,5.9,0,526.58,180
1571260745,40,36.91,34.28,21.38,2.24,4.2,8,8680.31,1162.51,14871.02,5139.08,1093981.79,6.27,20,1.5,4,10,100,0,0,1037.55,3,3.04,2.82,-9.6,76,6.63,5.92,0,531.83,180
1571260747,40,37.2,34.36,21.33,2.13,4.2,8,8523.12,1297.89,14643.62,5040.41,1083666.56,6.32,20,1.5,4,10,100,0,0,1037.55,3,2.93,2.71,-6.8,72,6.65,5.9,0,529.13,180
1571260748,40,37.47,34.44,21.39,2.18,4.2,8.2,8761.36,1217.82,15034,5089.06,1057469.06,6.25,20,1.5,4,10,100,0,0,1037.55,3,3.07,2.78,-6,77,6.62,5.8,0,521.8,180
1571260749,40,37.65,34.45,21.28,2.16,4.2,8,8842.3,1233.22,15194.51,5170,1079638.87,6.27,20,1.5,4,10,100,0,0,1037.55,3,2.92,2.77,-7.6,77,6.72,5.84,0,541.18,180
1571260751,40,37.83,34.5,21.34,2.21,4.2,8.2,8438.49,1164.11,14926.46,5007.27,1053840.62,6.24,20,1.5,4,10,100,0,0,1037.55,3,2.99,2.65,-7.2,72,6.64,5.74,0,538.15,180
1571260752,40,37.96,34.47,21.09,2.21,4.2,8.2,8581.88,1162.38,14973.89,4984.48,1049612.87,6.23,20,1.5,4,10,100,0,0,1037.55,3,3.07,2.91,-8.4,75,6.58,5.78,0,532.31,180
1571260753,40,38.08,34.52,21.12,2.2,4,7.8,8763.34,1243.19,14830,5002.09,1043509.62,6.1,20,1.5,4,10,100,0,0,1037.55,3,2.94,2.78,-6,77,6.6,5.73,0,532.44,180
1571260755,40,38.22,34.58,21.09,2.2,4,8,8643.35,1191.09,15009.61,5212.13,1073942,6.23,20,1.5,4,10,100,0,0,1037.55,3,2.94,2.76,-7.2,78,6.64,5.67,0,534.44,180
1571260756,40,38.31,34.66,21.12,2.14,4.2,8.2,8766.91,1148.46,14849.96,5153.12,1086845.5,6.24,20,1.5,4,10,100,0,0,1037.55,3,2.94,2.8,-8.4,78,6.64,5.75,0,533.81,180
1571260757,40,38.4,34.75,21.06,2.2,4.2,8,8759.39,1133.93,14746.48,5140.93,1066316.78,6.2,20,1.5,4,10,100,0,0,1037.55,3,2.99,2.8,-6.4,72,6.63,5.77,0,528.77,180
1571260758,40,38.45,34.66,20.86,2.14,4.4,8.4,9012.66,1216.34,15184.66,5354.41,1077048.02,6.26,20,1.5,4,10,100,0,0,1037.55,3,2.92,2.67,-7.2,79,6.69,5.77,0,540.74,180
1571260760,40,38.5,34.59,20.94,2.18,4.4,8.2,8795.98,1217.32,15253.52,5266.45,1078349.11,6.22,20,1.5,4,10,100,0,0,1037.55,3,3.11,2.67,-8,77,6.93,5.67,0,539.77,180
1571260761,40,38.58,34.85,21,2.16,4.2,8.4,8758.53,1285.2,14869.67,5109.64,1065855.33,6.2,20,1.5,4,10,100,0,0,1037.55,3,2.9,2.74,-6.8,75,6.81,5.76,0,537.19,180
1571260763,40,38.72,34.84,21,2.16,4.2,8.2,8741.9,1184.31,14630.69,5156.2,1067949,6.25,20,1.5,4,10,100,0,0,1037.55,3,3.07,2.67,-6,75,6.7,5.59,0,531.33,180
